no_invoice,tanggal,bulan,tahun,kategori,sub_kategori,kuantitas_terjual,harga_per_unit,total_sales
YM25-0189176,01-11-2025,November,2025,Oli,MOTUL MOTO 4 T,11,55500,610500
YM25-0189176,01-11-2025,November,2025,Hendel Rem,Hendel Rem No Name,15,226500,3397500
YM25-0189176,01-11-2025,November,2025,Oli,Mesran Super 4T 0.8 L,10,39500,395000
YM25-0189179,01-11-2025,November,2025,Radiator,Radiator YMMT Vario 125,1,132500,132500
YM25-0189179,01-11-2025,November,2025,Filter Udara,Filter Udara Suzuki,1,59500,59500
YM25-0189186,01-11-2025,November,2025,Oli,Mesrania 2T super 1 L,1,52000,52000
YM25-0189186,01-11-2025,November,2025,Rumah Roller,AHM K44 Scoopy,1,112500,112500
YM25-0189186,01-11-2025,November,2025,Busi,BUSI AHM U22FER9,1,32000,32000
YM25-0189186,01-11-2025,November,2025,Seal,Seal Water Pump,2,17500,35000
YM25-0189189,02-11-2025,November,2025,Oli,MOTUL MOTO 4 T,15,54500,817500
YM25-0189189,02-11-2025,November,2025,Sakelar,Sakelar Lampu,37,11500,425500
YM25-0189189,02-11-2025,November,2025,Seal,Seal Crankshaf,16,11500,184000
YM25-0189189,02-11-2025,November,2025,Oli,MPX 2 0.8L,5,55500,277500
YM25-0189195,02-11-2025,November,2025,Seal,Seal Water Pump,2,17500,35000
YM25-0189195,02-11-2025,November,2025,Sakelar,Sakelar Lampu,1,11500,11500
YM25-0189195,02-11-2025,November,2025,Lampu,Indo Part Lampu dop rem,1,9500,9500
YM25-0189196,02-11-2025,November,2025,Oli,Mesran Super 4T 0.8 L,1,38000,38000
YM25-0189196,02-11-2025,November,2025,V-Belt,V Belt set AHM KVB,1,170000,170000
YM25-0189200,02-11-2025,November,2025,Ban,BL Maxxis 120/70-12 VICTRA,5,457000,2285000
YM25-0189200,02-11-2025,November,2025,Radiator,Radiator YMMT Vario 125,16,132500,2120000
YM25-0189203,02-11-2025,November,2025,Sakelar,Sakelar Klakson,1,9500,9500
YM25-0189203,02-11-2025,November,2025,Kampas Rem,Kampas Depan Supra X,2,57000,114000
YM25-0189203,02-11-2025,November,2025,Busi,BUSI AHM U22FER9,1,32500,32500
YM25-0189208,02-11-2025,November,2025,Filter Udara,Filter Udara Suzuki,18,59000,1062000
YM25-0189209,02-11-2025,November,2025,V-Belt,V Belt set AHM K35,5,197500,987500
YM25-0189209,02-11-2025,November,2025,Ban,FDR TR TL 100/80-14,5,333000,1665000
YM25-0189209,02-11-2025,November,2025,Ban,BL AHM 70/90-17 KWW,20,177500,3550000
YM25-0189215,02-11-2025,November,2025,Oli,MPX 1 0.8L,1,57500,57500
YM25-0189215,02-11-2025,November,2025,Sakelar,Sakelar Klakson,2,9500,19000
YM25-0189215,02-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,1,29000,29000
YM25-0189216,02-11-2025,November,2025,Ban,BL IRC MB67 110/90-12,9,306500,2758500
YM25-0189220,02-11-2025,November,2025,Rumah Roller,AHM KVB Vario,1,98000,98000
YM25-0189220,02-11-2025,November,2025,Bearing,BRG AHM SET 6202 RS,1,53500,53500
YM25-0189226,02-11-2025,November,2025,Seal,Seal oring,27,9500,256500
YM25-0189226,02-11-2025,November,2025,Gear Rantai,Gear Seat Asp Grand,17,178500,3034500
YM25-0189226,02-11-2025,November,2025,Lampu,AHM Lampu Kepala,36,35000,1260000
YM25-0189226,02-11-2025,November,2025,Filter Udara,Filter Udara Suzuki,29,58500,1696500
YM25-0189226,02-11-2025,November,2025,V-Belt,V Belt Only YGP 2DP NMX,16,135500,2168000
YM25-0189227,02-11-2025,November,2025,Dinamo,Dinamo AHM KVB Vario,1,211500,211500
YM25-0189227,02-11-2025,November,2025,Seal,Seal Kopling,2,5500,11000
YM25-0189227,02-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,34500,34500
YM25-0189231,02-11-2025,November,2025,Seal,Seal Pulau,37,8000,296000
YM25-0189237,02-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,1,29000,29000
YM25-0189237,02-11-2025,November,2025,Kampas Rem,Kampas Belakang Supra,2,46000,92000
YM25-0189237,02-11-2025,November,2025,Sakelar,Sakelar Retting,2,17500,35000
YM25-0189240,02-11-2025,November,2025,Sakelar,Sakelar Retting,1,17500,17500
YM25-0189240,02-11-2025,November,2025,Seal,Seal Crankshaf,2,11500,23000
YM25-0189246,02-11-2025,November,2025,Roller,BRT NMX,1,89000,89000
YM25-0189253,02-11-2025,November,2025,Seal,Seal Crankshaf,12,11500,138000
YM25-0189253,02-11-2025,November,2025,Oli,Evalube 2T PRO 0.7,24,35000,840000
YM25-0189253,02-11-2025,November,2025,Seal,Seal oring,40,9500,380000
YM25-0189253,02-11-2025,November,2025,Oli,MOTUL SCOOTER LE 1 LTR,35,81000,2835000
YM25-0189258,02-11-2025,November,2025,Ban,FDR TR TL 100/80-14,7,342000,2394000
YM25-0189258,02-11-2025,November,2025,Radiator,Radiator MLKUNL VARIO,9,234500,2110500
YM25-0189258,02-11-2025,November,2025,Filter Udara,Filter Udara Suzuki,19,59000,1121000
YM25-0189264,02-11-2025,November,2025,Oli,MOTUL SCOOTER GEAR,24,18000,432000
YM25-0189264,02-11-2025,November,2025,Oli,Motul SC EXP LE 4T,25,120500,3012500
YM25-0189264,02-11-2025,November,2025,Seal,Seal Water Pump,5,17500,87500
YM25-0189264,02-11-2025,November,2025,Piringan Cakram,Piringan DPN KC/YMMT NMX,12,115500,1386000
YM25-0189264,02-11-2025,November,2025,Kampas Rem,DPAD YGP 3C1 NMX,22,64000,1408000
YM25-0189264,02-11-2025,November,2025,Kampas Rem,Kampas Depan Supra X,25,57500,1437500
YM25-0189264,02-11-2025,November,2025,Filter Udara,Filter Udara AHM,19,69000,1311000
YM25-0189272,02-11-2025,November,2025,Rumah Roller,AHM K44 Scoopy,8,107500,860000
YM25-0189272,02-11-2025,November,2025,Oli,MOTUL SCOOTER GEAR,28,17000,476000
YM25-0189272,02-11-2025,November,2025,Seal,Seal Kopling,23,6000,138000
YM25-0189272,02-11-2025,November,2025,Bearing,BRG AHM SET 6203 RS,17,56500,960500
YM25-0189272,02-11-2025,November,2025,Aki,Aki Kering YGP 3C1,17,226000,3842000
YM25-0189272,02-11-2025,November,2025,Sakelar,Sakelar Indling stop,15,13500,202500
YM25-0189275,02-11-2025,November,2025,Oli,Grand Manual 0.8 L,6,44000,264000
YM25-0189283,02-11-2025,November,2025,Seal,Seal Water Pump,1,17000,17000
YM25-0189283,02-11-2025,November,2025,Busi,BUSI NGK BP7ES,1,192000,192000
YM25-0189283,02-11-2025,November,2025,Ban,BL IRC MB67 110/90-12,2,309000,618000
YM25-0189283,02-11-2025,November,2025,Rumah Roller,AHM GMF Beat,1,81000,81000
YM25-0189286,02-11-2025,November,2025,Bearing,BRG AHM SET 6301 RS,2,60000,120000
YM25-0189289,02-11-2025,November,2025,V-Belt,V Belt kit AHM K16,1,174000,174000
YM25-0189292,02-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,293500,293500
YM25-0189298,03-11-2025,November,2025,Oli,Evalube 2T PRO 0.7,10,35000,350000
YM25-0189298,03-11-2025,November,2025,Gasket,Gasket full seat AHM Scoopy,20,64500,1290000
YM25-0189298,03-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,39,28000,1092000
YM25-0189302,03-11-2025,November,2025,Shockbreaker,Shock AHM K25 Beat FI,2,230000,460000
YM25-0189302,03-11-2025,November,2025,Oli,MPX 1 0.8L,1,56500,56500
YM25-0189308,03-11-2025,November,2025,Busi,BUSI NGK BP7ES,1,197500,197500
YM25-0189308,03-11-2025,November,2025,Sakelar,Sakelar Retting,2,17500,35000
YM25-0189308,03-11-2025,November,2025,Ban,BL IRC MB86 100/90-12,2,270000,540000
YM25-0189315,03-11-2025,November,2025,Busi,BUSI AHM U22FER9,1,33500,33500
YM25-0189315,03-11-2025,November,2025,Seal,Seal oring,2,9500,19000
YM25-0189322,03-11-2025,November,2025,V-Belt,V Belt kit AHM K16,17,178000,3026000
YM25-0189330,03-11-2025,November,2025,Kaca Spion,Spion Vario WIN,1,50500,50500
YM25-0189330,03-11-2025,November,2025,Kampas Rem,DPAD YGP 2BM,2,75500,151000
YM25-0189330,03-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,1,181500,181500
YM25-0189330,03-11-2025,November,2025,Sakelar,Sakelar Retting,1,17000,17000
YM25-0189335,03-11-2025,November,2025,Oli,Evalube 2T 0.7,1,27000,27000
YM25-0189335,03-11-2025,November,2025,Hendel Rem,Hendel Rem Ori AHM,2,169500,339000
YM25-0189335,03-11-2025,November,2025,Shockbreaker,Shock AHM KVY Beat,2,246500,493000
YM25-0189335,03-11-2025,November,2025,Filter Udara,Filter Udara YGP,1,82000,82000
YM25-0189343,03-11-2025,November,2025,V-Belt,V Belt set AHM KVB,1,168000,168000
YM25-0189350,03-11-2025,November,2025,Sakelar,Sakelar Lampu,26,11500,299000
YM25-0189350,03-11-2025,November,2025,Hendel Rem,Hendel Rem Ori AHM,5,177500,887500
YM25-0189351,03-11-2025,November,2025,Oli,Motul SC EXP LE 4T,13,119000,1547000
YM25-0189351,03-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Vario,18,66000,1188000
YM25-0189351,03-11-2025,November,2025,Kampas Rem,DPAD AHM KVBT01 VARIO,5,58500,292500
YM25-0189354,03-11-2025,November,2025,Rumah Roller,AHM KOJ Scoopy New,1,88000,88000
YM25-0189354,03-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,35500,35500
YM25-0189359,03-11-2025,November,2025,Busi,BUSI NGK BP7ES,1,197500,197500
YM25-0189359,03-11-2025,November,2025,Ban,FDR TR TL 80/80-17 Sport Evo,1,284500,284500
YM25-0189367,03-11-2025,November,2025,Dinamo,Dinamo AHM KVB Vario,1,208500,208500
YM25-0189367,03-11-2025,November,2025,Bearing,BRG AHM SET 6303 RS,1,65000,65000
YM25-0189367,03-11-2025,November,2025,Oli,Castrol Pro 2T,1,40500,40500
YM25-0189368,03-11-2025,November,2025,Shockbreaker,Shock AHM K25 Beat FI,1,226000,226000
YM25-0189368,03-11-2025,November,2025,Lampu,Indo Part Lampu dop rem,1,9000,9000
YM25-0189368,03-11-2025,November,2025,Ban,FDR TR TL Flemino 90/90-14,2,259500,519000
YM25-0189371,03-11-2025,November,2025,V-Belt,V Belt set AHM K35,1,194500,194500
YM25-0189371,03-11-2025,November,2025,Sakelar,Sakelar Lampu,2,11500,23000
YM25-0189371,03-11-2025,November,2025,Roller,Kawahara Nmx,1,75000,75000
YM25-0189371,03-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,288000,288000
YM25-0189374,03-11-2025,November,2025,Oli,MOTUL MOTO 4 T,18,56500,1017000
YM25-0189375,03-11-2025,November,2025,Kampas Rem,DPAD AHM KVBT01 VARIO,2,59000,118000
YM25-0189375,03-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,1,29000,29000
YM25-0189375,03-11-2025,November,2025,Rumah Roller,AHM K44 Scoopy,1,113000,113000
YM25-0189382,03-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Scoopy New,16,79500,1272000
YM25-0189382,03-11-2025,November,2025,Oli,MOTUL SCOOTER GEAR,31,17000,527000
YM25-0189382,03-11-2025,November,2025,Kaca Spion,Spion Indo KVY Beat,14,41000,574000
YM25-0189382,03-11-2025,November,2025,Filter Udara,Filter Udara AHM,15,69500,1042500
YM25-0189382,03-11-2025,November,2025,Lampu,AHM Lampu Kepala,33,35500,1171500
YM25-0189382,03-11-2025,November,2025,Oli,Mesran 40 1 LTR,21,47500,997500
YM25-0189382,03-11-2025,November,2025,Sakelar,Sakelar Lampu,31,11500,356500
YM25-0189382,03-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,22,29000,638000
YM25-0189382,03-11-2025,November,2025,Sakelar,Sakelar Retting,36,17000,612000
YM25-0189383,03-11-2025,November,2025,Roller,BRT VARIO 125,25,89000,2225000
YM25-0189383,03-11-2025,November,2025,Oli,Castrol Pro 2T,5,39000,195000
YM25-0189383,03-11-2025,November,2025,V-Belt,V Belt Only YGP 2DP NMX,6,138000,828000
YM25-0189383,03-11-2025,November,2025,Seal,Seal oring,37,9000,333000
YM25-0189383,03-11-2025,November,2025,Oli,Mesrania 2T super 1 L,6,50000,300000
YM25-0189383,03-11-2025,November,2025,Oli,MOTUL SCOOTER POWER LE,17,147500,2507500
YM25-0189385,03-11-2025,November,2025,Filter Udara,Filter Udara AHM,1,70000,70000
YM25-0189385,03-11-2025,November,2025,Oli,Mesran Super 4T 0.8 L,1,39500,39500
YM25-0189385,03-11-2025,November,2025,Sakelar,Sakelar Retting,2,17000,34000
YM25-0189387,03-11-2025,November,2025,Busi,BUSI AHM U22FER9,1,33500,33500
YM25-0189393,03-11-2025,November,2025,Sakelar,Sakelar Indling stop,2,14000,28000
YM25-0189399,03-11-2025,November,2025,Oli,Evalube Matic 0.8 L,14,45500,637000
YM25-0189401,03-11-2025,November,2025,Busi,BUSI YGP U22FSU,1,16500,16500
YM25-0189401,03-11-2025,November,2025,Aki,Aki Kering YGP 3C1,1,227000,227000
YM25-0189401,03-11-2025,November,2025,Gasket,Gasket Cylinder Nmx,2,15000,30000
YM25-0189403,03-11-2025,November,2025,Ban,BL AHM 70/90-17 KWW,6,177000,1062000
YM25-0189407,04-11-2025,November,2025,Shockbreaker,Shock AHM KVY Beat,1,243000,243000
YM25-0189412,04-11-2025,November,2025,Busi,BUSI NGK BP7ES,1,199000,199000
YM25-0189412,04-11-2025,November,2025,Radiator,Radiator YMMT Vario 125,1,136000,136000
YM25-0189412,04-11-2025,November,2025,Kaca Spion,Spion Vario WIN,2,52000,104000
YM25-0189413,04-11-2025,November,2025,Gear Rantai,Gear seat AHM KEV Supra,1,230000,230000
YM25-0189413,04-11-2025,November,2025,Seal,Seal Water Pump,1,17000,17000
YM25-0189416,04-11-2025,November,2025,Bearing,BRG AHM SET 6301 RS,30,59000,1770000
YM25-0189416,04-11-2025,November,2025,Filter Udara,Filter Udara BRT,12,82000,984000
YM25-0189416,04-11-2025,November,2025,Ban,BL IRC MB86 100/90-12,2,261000,522000
YM25-0189416,04-11-2025,November,2025,Aki,Aki Kering AHM GTZ6V,4,314000,1256000
YM25-0189424,04-11-2025,November,2025,Busi,BUSI NGK BP7ES,1,200000,200000
YM25-0189424,04-11-2025,November,2025,Bearing,BRG AHM SET 6202 RS,1,53500,53500
YM25-0189428,04-11-2025,November,2025,Busi,BUSI YGP U22FSU,7,17000,119000
YM25-0189428,04-11-2025,November,2025,Ban,FDR TR TL 90/80-17 Sport Evo,2,355000,710000
YM25-0189428,04-11-2025,November,2025,Oli,Castrol Pro 2T,37,39500,1461500
YM25-0189428,04-11-2025,November,2025,Kaca Spion,Spion Indo KVY Beat,12,41000,492000
YM25-0189428,04-11-2025,November,2025,Bearing,BRG AHM SET 6203 RS,25,54500,1362500
YM25-0189428,04-11-2025,November,2025,Kampas Rem,Kampas Belakang Supra,9,46500,418500
YM25-0189431,04-11-2025,November,2025,Sakelar,Sakelar Lampu,2,11500,23000
YM25-0189431,04-11-2025,November,2025,Kampas Rem,DPAD AHM KVBT01 VARIO,1,58000,58000
YM25-0189433,04-11-2025,November,2025,Filter Udara,Filter Udara Suzuki,1,59500,59500
YM25-0189433,04-11-2025,November,2025,Hendel Rem,Hendel Rem Ori AHM,2,173000,346000
YM25-0189437,04-11-2025,November,2025,Busi,BUSI YGP U22FSU,1,16500,16500
YM25-0189437,04-11-2025,November,2025,Kampas Rem,Kampas Depan Supra X,1,58000,58000
YM25-0189445,04-11-2025,November,2025,Oli,Motul GP MTC 4T,8,75000,600000
YM25-0189453,04-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Vario,1,64000,64000
YM25-0189453,04-11-2025,November,2025,Busi,BUSI YGP U22FSU,1,17000,17000
YM25-0189453,04-11-2025,November,2025,Seal,Seal Kopling,2,5500,11000
YM25-0189457,04-11-2025,November,2025,Radiator,Radiator MLKUNL VARIO,1,231000,231000
YM25-0189457,04-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,1,185000,185000
YM25-0189457,04-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Vario,2,65500,131000
YM25-0189463,04-11-2025,November,2025,Filter Udara,Filter Udara AHM,1,70000,70000
YM25-0189463,04-11-2025,November,2025,Dinamo,Dinamo YGP Nmx old,1,230500,230500
YM25-0189463,04-11-2025,November,2025,Gasket,Gasket full seat AHM Scoopy,1,63000,63000
YM25-0189466,04-11-2025,November,2025,Bearing,BRG AHM SET 6204 RS,6,58500,351000
YM25-0189466,04-11-2025,November,2025,Gasket,Gasket full seat AHM Scoopy,18,66000,1188000
YM25-0189466,04-11-2025,November,2025,Kampas Rem,DPAD AHM KVBT01 VARIO,10,59000,590000
YM25-0189466,04-11-2025,November,2025,Sensor,Sensor CKP KOJ Genio,17,198500,3374500
YM25-0189474,04-11-2025,November,2025,Oli,MPX 2 0.8L,12,56000,672000
YM25-0189474,04-11-2025,November,2025,Oli,MOTUL SCOOTER POWER LE,8,150000,1200000
YM25-0189474,04-11-2025,November,2025,Ban,BL Maxxis 120/70-12 VICTRA,3,474500,1423500
YM25-0189474,04-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY POLINI,7,317500,2222500
YM25-0189474,04-11-2025,November,2025,Oli,Castrol Pro 2T,28,40000,1120000
YM25-0189474,04-11-2025,November,2025,Sakelar,Sakelar Indling stop,33,14000,462000
YM25-0189474,04-11-2025,November,2025,Bearing,BRG AHM SET 6302 RS,12,59500,714000
YM25-0189478,04-11-2025,November,2025,Sakelar,Sakelar Retting,2,17000,34000
YM25-0189478,04-11-2025,November,2025,Seal,Seal Pulau,2,8000,16000
YM25-0189482,04-11-2025,November,2025,Ban,FDR TR TL 80/90-14 Sport XR Evo,1,236000,236000
YM25-0189482,04-11-2025,November,2025,Roller,Kawahara Nmx,1,76000,76000
YM25-0189482,04-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Scoopy New,1,79000,79000
YM25-0189487,04-11-2025,November,2025,Oli,Motul GP MTC 4T,40,76500,3060000
YM25-0189487,04-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Scoopy New,5,80000,400000
YM25-0189493,05-11-2025,November,2025,Seal,Seal Water Pump,2,17500,35000
YM25-0189493,05-11-2025,November,2025,Bearing,BRG AHM SET 6201 RS,2,51000,102000
YM25-0189496,05-11-2025,November,2025,Oli,Mesran Super 4T 0.8 L,8,39000,312000
YM25-0189496,05-11-2025,November,2025,Oli,Evalube 2T PRO 0.7,17,35000,595000
YM25-0189496,05-11-2025,November,2025,Gasket,Gasket Cylinder head Nmx,27,36500,985500
YM25-0189496,05-11-2025,November,2025,Oli,Evalube 2T 0.7,31,27000,837000
YM25-0189496,05-11-2025,November,2025,Rumah Roller,AHM KVB Vario,10,98000,980000
YM25-0189498,05-11-2025,November,2025,Kampas Rem,DPAD YGP 3C1 NMX,1,65500,65500
YM25-0189498,05-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,35000,35000
YM25-0189501,05-11-2025,November,2025,Kaca Spion,Spion Beat FI,1,56500,56500
YM25-0189501,05-11-2025,November,2025,V-Belt,V Belt Only YGP 2DP NMX,1,136500,136500
YM25-0189501,05-11-2025,November,2025,Bearing,BRG AHM SET 6301 RS,1,59000,59000
YM25-0189506,05-11-2025,November,2025,Oli,MOTUL SCOOTER GEAR,9,18000,162000
YM25-0189506,05-11-2025,November,2025,Oli,Castrol Pro 2T,17,40500,688500
YM25-0189506,05-11-2025,November,2025,Filter Udara,Filter Udara Suzuki,11,57500,632500
YM25-0189514,05-11-2025,November,2025,Oli,Evalube Matic 0.8 L,1,46000,46000
YM25-0189514,05-11-2025,November,2025,Dinamo,Dinamo ST indo KPH,1,188000,188000
YM25-0189514,05-11-2025,November,2025,Busi,BUSI AHM U22FER9,1,33500,33500
YM25-0189515,05-11-2025,November,2025,Kampas Rem,DPAD YGP 2BM,1,73500,73500
YM25-0189515,05-11-2025,November,2025,V-Belt,V belt kit AHM KZR VARIO 125,1,199000,199000
YM25-0189515,05-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,34500,34500
YM25-0189518,05-11-2025,November,2025,Aki,Aki Basah Yuasa YB5L-B,1,296000,296000
YM25-0189518,05-11-2025,November,2025,Hendel Rem,Hendel Rem Ori AHM,2,172000,344000
YM25-0189518,05-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,34000,34000
YM25-0189518,05-11-2025,November,2025,Piringan Cakram,Piringan BLK KC/UTH NMX,2,112500,225000
YM25-0189520,05-11-2025,November,2025,Seal,Seal Kopling,2,6000,12000
YM25-0189520,05-11-2025,November,2025,Kaca Spion,Spion Indo KVY Beat,1,41500,41500
YM25-0189520,05-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,1,182500,182500
YM25-0189520,05-11-2025,November,2025,Roller,BRT VARIO 125,1,89000,89000
YM25-0189524,05-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,1,28500,28500
YM25-0189524,05-11-2025,November,2025,Aki,Aki Kering YGP 3C1,1,227500,227500
YM25-0189524,05-11-2025,November,2025,Ban,BL Maxxis 120/70-12 VICTRA,2,477500,955000
YM25-0189524,05-11-2025,November,2025,Sakelar,Sakelar Retting,1,17000,17000
YM25-0189528,05-11-2025,November,2025,Hendel Rem,Hendel Rem KTC,2,1027500,2055000
YM25-0189528,05-11-2025,November,2025,Dinamo,Dinamo ST indo KPH,1,190000,190000
YM25-0189528,05-11-2025,November,2025,Rumah Roller,AHM KVB Vario,1,99000,99000
YM25-0189532,05-11-2025,November,2025,Bearing,BRG AHM SET 6204 RS,10,59500,595000
YM25-0189532,05-11-2025,November,2025,Seal,Seal Crankshaf,16,11500,184000
YM25-0189532,05-11-2025,November,2025,Oli,Motul GP MTC 4T,10,72500,725000
YM25-0189532,05-11-2025,November,2025,Oli,Mesran 40 1 LTR,14,45500,637000
YM25-0189532,05-11-2025,November,2025,Gasket,Gasket full seat AHM Supra Fit,18,75500,1359000
YM25-0189532,05-11-2025,November,2025,Lampu,Indo Part Lampu dop rem,34,9000,306000
YM25-0189534,05-11-2025,November,2025,Oli,MOTUL SCOOTER GEAR,20,17000,340000
YM25-0189534,05-11-2025,November,2025,Gasket,Gasket Cylinder head Nmx,15,35000,525000
YM25-0189534,05-11-2025,November,2025,Oli,Motul GP MTC 4T,11,73000,803000
YM25-0189534,05-11-2025,November,2025,Gear Rantai,Gear suprax 125 gear 39,6,277000,1662000
YM25-0189534,05-11-2025,November,2025,Seal,Seal Pulau,8,8000,64000
YM25-0189534,05-11-2025,November,2025,Oli,MOTUL MOTO 4 T,28,55000,1540000
YM25-0189534,05-11-2025,November,2025,Shockbreaker,Shock AHM K25 Beat FI,6,226500,1359000
YM25-0189534,05-11-2025,November,2025,Oli,Evalube 2T 0.7,19,26500,503500
YM25-0189534,05-11-2025,November,2025,V-Belt,V Belt set AHM KWN,10,177500,1775000
YM25-0189540,05-11-2025,November,2025,Sakelar,Sakelar Indling stop,1,14000,14000
YM25-0189540,05-11-2025,November,2025,Filter Udara,Filter Udara AHM,1,68000,68000
YM25-0189544,05-11-2025,November,2025,V-Belt,V belt kit AHM KZR VARIO 125,1,201000,201000
YM25-0189544,05-11-2025,November,2025,Oli,Evalube Matic 0.8 L,1,46500,46500
YM25-0189544,05-11-2025,November,2025,Aki,Aki Kering GS ASTRA GTZ7V,1,351500,351500
YM25-0189551,05-11-2025,November,2025,Filter Udara,Filter Udara YGP,1,82000,82000
YM25-0189551,05-11-2025,November,2025,Bearing,BRG AHM SET 6202 RS,2,51500,103000
YM25-0189552,05-11-2025,November,2025,Filter Udara,Filter Udara AHM,1,68000,68000
YM25-0189552,05-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,283500,283500
YM25-0189560,05-11-2025,November,2025,Filter Udara,Filter Udara YGP,1,80500,80500
YM25-0189566,05-11-2025,November,2025,Sakelar,Sakelar Retting,2,17000,34000
YM25-0189566,05-11-2025,November,2025,Piringan Cakram,Piringan DPN AHM Scoopy New,2,80000,160000
YM25-0189566,05-11-2025,November,2025,Ban,FDR TR TL 140/70-13 Blaze Mp,2,539000,1078000
YM25-0189567,05-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,35000,35000
YM25-0189567,05-11-2025,November,2025,Roller,BRT VARIO 125,1,89500,89500
YM25-0189571,05-11-2025,November,2025,Lampu,SGP Lampu Kepala depan,1,30000,30000
YM25-0189571,05-11-2025,November,2025,Bearing,BRG AHM SET 6203 RS,1,56000,56000
YM25-0189572,05-11-2025,November,2025,Hendel Rem,Hendel Rem KTC,1,1027500,1027500
YM25-0189577,05-11-2025,November,2025,V-Belt,V Belt set AHM KVB,1,166500,166500
YM25-0189578,05-11-2025,November,2025,Ban,FDR TR TL 100/80-14,2,344500,689000
YM25-0189578,05-11-2025,November,2025,Roller,BRT VARIO 125,1,92000,92000
YM25-0189583,05-11-2025,November,2025,Rumah Roller,AHM K44 Scoopy,1,112000,112000
YM25-0189583,05-11-2025,November,2025,Busi,BUSI AHM U22FER9,1,32000,32000
YM25-0189583,05-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY BRT,1,225000,225000
YM25-0189584,06-11-2025,November,2025,Roller,Kawahara Nmx,23,75000,1725000
YM25-0189584,06-11-2025,November,2025,Oli,Motul SC EXP LE 4T,8,125500,1004000
YM25-0189584,06-11-2025,November,2025,Bearing,BRG AHM SET 6201 RS,32,50000,1600000
YM25-0189584,06-11-2025,November,2025,Gear Rantai,Gear seat AHM KEV Supra,16,225500,3608000
YM25-0189584,06-11-2025,November,2025,Filter Udara,Filter Udara BRT,15,81500,1222500
YM25-0189584,06-11-2025,November,2025,Kampas Kopling,KPL Ganda ONLY AHM KVB VARIO,14,177000,2478000
YM25-0189584,06-11-2025,November,2025,Seal,Seal Water Pump,29,17000,493000
YM25-0189584,06-11-2025,November,2025,Sakelar,Sakelar Indling stop,6,14000,84000
YM25-0189584,06-11-2025,November,2025,Gear Rantai,Gear Seat Asp Grand,10,172500,1725000
YM25-0189585,06-11-2025,November,2025,Bearing,BRG AHM SET 6303 RS,1,62500,62500
YM25-0189587,06-11-2025,November,2025,Oli,Mesrania 2T super 1 L,1,52000,52000
YM25-0189587,06-11-2025,November,2025,Kampas Rem,DPAD BLK SUPRA,2,55500,111000
YM25-0189587,06-11-2025,November,2025,Filter Udara,Filter Udara AHM,1,70000,70000
YM25-0189589,06-11-2025,November,2025,Lampu,AHM Lampu Kepala,1,35000,35000
YM25-0189589,06-11-2025,November,2025,Sakelar,Sakelar Lampu,1,11500,11500
YM25-0189593,06-11-2025,November,2025,Sakelar,Sakelar Lampu,29,11500,333500
YM25-0189599,06-11-2025,November,2025,Kampas Rem,Kampas Belakang Supra,1,48000,48000
YM25-0189601,06-11-2025,November,2025,Roller,BRT Mio,1,83500,83500
YM25-0189601,06-11-2025,November,2025,Kampas Rem,DPAD BLK SUPRA,1,56000,56000
YM25-0189601,06-11-2025,November,2025,Oli,Evalube 2T 0.7,1,27500,27500
YM25-0189607,06-11-2025,November,2025,Dinamo,Dinamo YGP Nmx old,1,230000,230000
YM25-0189607,06-11-2025,November,2025,Lampu,Indo Part Lampu dop rem,1,9500,9500
YM25-0189607,06-11-2025,November,2025,Oli,MOTUL SCOOTER POWER LE,1,148500,148500
YM25-0189611,06-11-2025,November,2025,Oli,Evalube 2T 0.7,1,26000,26000
YM25-0189611,06-11-2025,November,2025,Seal,Seal oring,1,9500,9500
YM25-0189612,06-11-2025,November,2025,Oli,MOTUL MOTO 4 T,1,54500,54500
